id_cliente,numero_cuenta,nombre,apellido,ciudad_cliente,pais_cliente,fecha_nacimiento,estado_civil,ingreso_anual,genero,numero_hijos,hijos_en_casa,nivel_educativo,fecha_apertura_cuenta,tipo_membresia,ocupacion,vivienda_propia
2384,69106154600-9, Silvia, Flores,Bogotá,Colombia,9/4/2001,Casado,$2K-$6K,F,5,5,Educación Secundaria Incompleta,8/8/2021,Básica,Operativa Calificada,Si
2385,69139555989-5, Ana, Rivas,Bogotá,Colombia,7/8/1969,Soltero,$6K-$10K,F,1,0,Educación Universitaria Incompleta,2/3/2024,Básica,Operativa Calificada,Si
2386,69154782900-2, Ángel, Guerra,Bogotá,Colombia,5/8/1978,Casado,$6K-$10K,M,3,1,Educación Universitaria Incompleta,18/11/2020,Frescura,Profesional,Si
2387,69160640833-0, Vanessa, Araya,Bogotá,Colombia,16/4/1954,Casado,$6K-$10K,F,2,2,Educación Secundaria Completa,15/10/2021,Frescura,Operativa Calificada,Si
2388,69234785200-6, Alicia, González,Quito,Ecuador,6/5/1966,Soltero,$6K-$10K,F,3,0,Educación Secundaria Completa,22/5/2021,Frescura,Operativa Básica,No
2389,69277086256-5, Esteban, Cardenas,Bogotá,Colombia,6/8/1976,Casado,$2K-$6K,M,2,0,Educación Secundaria Incompleta,19/5/2020,Básica,Operativa Calificada,Si
2390,69311633108-8, Consuelo, Díaz,Cali,Colombia,24/9/1974,Casado,$6K-$10K,F,3,3,Educación Universitaria Incompleta,28/9/2023,Premium,Profesional,Si
2391,69419873600-3, Verónica, Arévalo,Lima,Perú,26/3/1987,Casado,$6K-$10K,F,3,2,Educación Secundaria Completa,19/9/2023,Frescura,Operativa Calificada,Si
2392,69448900518-4, Marta, Jara,Cali,Colombia,17/11/2010,Soltero,$6K-$10K,F,2,0,Educación Secundaria Completa,9/10/2022,Frescura,Operativa Calificada,No
2393,69468239246-3, Diana, Castillo,Bogotá,Colombia,20/1/1993,Casado,$10K-$14K,F,3,3,Educación Universitaria Completa,3/9/2022,Básica,Gerencial,No
2394,69512605666-1, María José, Montoya,Quito,Ecuador,3/5/1997,Soltero,$6K-$10K,F,2,0,Educación Universitaria Completa,1/12/2023,Frescura,Profesional,No
2395,69572555850-5, Héctor, Reyes,Bogotá,Colombia,5/11/1989,Casado,$2K-$6K,M,1,0,Educación Secundaria Incompleta,13/11/2021,Básica,Operativa Calificada,Si
2396,69587519764-7, Dolores, Mendoza,Bogotá,Colombia,7/5/1952,Soltero,$10K-$14K,F,1,0,Educación Universitaria Completa,19/10/2022,Frescura,Profesional,No
2397,69625483750-4, Lorena, Guerrero,Medellín,Colombia,11/7/1979,Soltero,$6K-$10K,F,2,0,Educación Universitaria Completa,20/10/2023,Frescura,Gerencial,Si
2398,69646606145-7, Inés, Bustamante,Medellín,Colombia,27/3/1999,Soltero,$10K-$14K,F,4,0,Educación Universitaria Completa,27/6/2022,Premium,Profesional,No
2399,69665437937-0, Álvaro, Parra,Bogotá,Colombia,27/11/1958,Casado,$2K-$6K,M,5,2,Educación Secundaria Incompleta,25/4/2024,Básica,Operativa Calificada,Si
2400,69668761050-5, Alicia, Morales,Quito,Ecuador,14/4/1961,Casado,$6K-$10K,F,3,2,Educación Secundaria Completa,10/1/2023,Frescura,Operativa Básica,Si
2401,69672797915-6, Gustavo, Ríos,Quito,Ecuador,26/2/1972,Soltero,$6K-$10K,M,4,0,Educación Universitaria Incompleta,4/4/2021,Frescura,Oficinista,No
2402,69685490000-9, Gloria, Barrios,Quito,Ecuador,15/3/1997,Soltero,$2K-$6K,F,1,0,Educación Secundaria Incompleta,16/9/2023,Básica,Operativa Básica,No
2403,69707269667-7, Isabel, Guerrero,Quito,Ecuador,6/10/1993,Soltero,$6K-$10K,F,3,0,Educación Secundaria Completa,5/10/2021,Selecta,Operativa Básica,No
2404,69728260634-5, Elena, Medina,Bogotá,Colombia,8/7/1979,Casado,$10K-$14K,F,2,1,Educación Universitaria Completa,16/8/2023,Frescura,Gerencial,Si
2405,69765492300-9, Sonia, López,Bogotá,Colombia,4/8/1951,Soltero,$10K-$14K,F,4,0,Educación Universitaria Completa,4/9/2021,Básica,Profesional,Si
2406,69770711955-5, Gloria, Rodríguez,Bogotá,Colombia,21/4/1981,Soltero,$6K-$10K,F,1,0,Educación Secundaria Completa,26/7/2022,Frescura,Operativa Básica,No
2407,69837646550-2, Sonia, Medina,Bogotá,Colombia,2/11/1984,Casado,$10K-$14K,F,3,2,Educación Universitaria Completa,17/1/2020,Frescura,Gerencial,No
2408,69881261884-5, Germán, Chávez,Bogotá,Colombia,26/6/1969,Casado,$14K-$18K,M,0,0,Educación Universitaria Completa,9/6/2021,Premium,Profesional,Si
2409,69889354108-2, Edison, Molina,Cali,Colombia,26/4/1985,Casado,$14K-$18K,M,1,1,Educación Universitaria Completa,14/10/2023,Frescura,Gerencial,Si
2410,69947445400-3, Araceli, Morales,Quito,Ecuador,20/5/1962,Soltero,$2K-$6K,F,3,0,Educación Secundaria Incompleta,25/8/2022,Básica,Operativa Calificada,No
2411,69956870673-0, Verónica, Vásquez,Bogotá,Colombia,24/4/1986,Soltero,$2K-$6K,F,0,0,Educación Secundaria Incompleta,23/3/2022,Básica,Operativa Calificada,Si
2412,69989389775-5, Adrián, Cabrera,Bogotá,Colombia,14/3/1981,Soltero,$14K-$18K,M,5,0,Educación Universitaria Completa,27/10/2021,Frescura,Profesional,Si
2413,69993464100-0, Juan, Salazar,Bogotá,Colombia,13/3/1970,Casado,$6K-$10K,M,0,0,Educación Secundaria Completa,25/6/2023,Frescura,Operativa Calificada,Si
2414,69996073700-4, Maribel, Duarte,Jaén,Perú,2/6/1996,Soltero,$6K-$10K,F,5,0,Educación Secundaria Completa,14/2/2021,Selecta,Operativa Básica,No
2415,69996599400-6, Juan Carlos, Ochoa,Quito,Ecuador,14/10/1999,Soltero,$18K-22K,M,4,0,Educación Secundaria Completa,7/9/2021,Frescura,Gerencial,Si
2416,70015412569-8, Daniel, Delgado,Quito,Ecuador,23/11/1993,Casado,$6K-$10K,M,1,1,Educación Secundaria Completa,23/7/2023,Frescura,Operativa Básica,No
2417,70015938300-7, Iván, Escalante,Bogotá,Colombia,5/5/1967,Casado,$22K-$26K,M,4,2,Educación Secundaria Incompleta,6/12/2022,Frescura,Profesional,Si
2418,70025870600-7, Ana, Blanco,Bogotá,Colombia,19/3/1954,Soltero,$6K-$10K,F,5,0,Educación Secundaria Completa,10/8/2021,Frescura,Operativa Básica,No
2419,70080206690-4, Eduardo, Rodríguez,Bogotá,Colombia,21/6/1994,Casado,$26K-$30K,M,1,1,Educación Secundaria Incompleta,5/10/2021,Frescura,Profesional,Si
2420,70089669650-1, Rocío, Duarte,Cali,Colombia,6/3/1994,Casado,$14K-$18K,F,0,0,Educación Secundaria Completa,13/4/2021,Frescura,Profesional,Si
2421,70113758442-3, Verónica, Chacón,Bogotá,Colombia,27/10/1998,Casado,$6K-$10K,F,1,0,Educación Secundaria Incompleta,15/11/2021,Premium,Operativa Calificada,No
2422,70116330550-6, Elena, Vásquez,Medellín,Colombia,22/10/2002,Soltero,$6K-$10K,F,1,0,Educación Secundaria Completa,11/2/2020,Frescura,Operativa Básica,No
2423,70119278429-5, Hugo, Castro,Quito,Ecuador,10/2/1951,Casado,$2K-$6K,M,2,0,Educación Secundaria Incompleta,17/1/2020,Básica,Operativa Calificada,Si
2424,70132026969-4, Patricia, Peralta,Bogotá,Colombia,14/11/1968,Soltero,$18K-22K,F,3,0,Educación Secundaria Incompleta,5/3/2023,Selecta,Profesional,Si
2425,70146934687-0, Samuel, Palacios,Bogotá,Colombia,23/8/1957,Soltero,$6K-$10K,M,3,0,Educación Universitaria Completa,23/4/2023,Frescura,Profesional,No
2426,70149657130-9, Alex, Palacios,Cali,Colombia,3/2/1954,Soltero,$18K-22K,M,2,0,Educación Secundaria Incompleta,15/1/2021,Frescura,Gerencial,Si
2427,70150314150-7, Samuel, Morales,Trujillo,Perú,3/11/1956,Soltero,$18K-22K,M,1,0,Educación Secundaria Completa,21/3/2023,Frescura,Gerencial,Si
2428,70205345151-6, Germán, Medina,Bogotá,Colombia,26/9/1984,Soltero,$6K-$10K,M,3,0,Educación Secundaria Incompleta,9/6/2021,Básica,Operativa Básica,No
2429,70206790850-6, Daniel, Acosta,Bogotá,Colombia,9/6/1947,Soltero,$2K-$6K,M,0,0,Educación Secundaria Incompleta,28/2/2021,Básica,Operativa Calificada,Si
2430,70253842050-9, Alicia, Molina,Bogotá,Colombia,21/5/1961,Casado,$14K-$18K,F,0,0,Educación Universitaria Completa,2/3/2021,Frescura,Profesional,Si
2431,70259587300-3, Patricia, Martínez,Cali,Colombia,27/9/1996,Soltero,$2K-$6K,F,4,0,Educación Secundaria Incompleta,7/6/2023,Básica,Operativa Calificada,Si
2432,70288351350-7, Iván, Jara,Quito,Ecuador,16/10/1964,Casado,$10K-$14K,M,4,0,Educación Universitaria Completa,17/4/2023,Frescura,Profesional,Si
2433,70290848611-0, Fernando, Martínez,Chimbote,Perú,8/12/1958,Casado,$6K-$10K,M,1,1,Educación Secundaria Completa,14/2/2024,Frescura,Operativa Calificada,Si
2434,70308741650-0, Adriana, Vega,Piura,Perú,5/7/1989,Soltero,$2K-$6K,F,5,0,Educación Secundaria Incompleta,21/11/2022,Básica,Operativa Básica,Si
2435,70333581567-2, Verónica, Guerra,Bogotá,Colombia,5/7/1991,Casado,$10K-$14K,F,5,4,Educación Universitaria Completa,5/8/2023,Premium,Profesional,No
2436,70342575013-8, Daniel, Chávez,Cali,Colombia,25/10/1971,Soltero,$6K-$10K,M,2,0,Educación Universitaria Incompleta,18/4/2021,Frescura,Operativa Básica,No
2437,70381421600-4, Susana, Arévalo,Cali,Colombia,3/5/1949,Casado,$22K-$26K,F,3,3,Educación Secundaria Completa,5/7/2022,Premium,Gerencial,Si
2438,70395146308-2, Diana, García,Bogotá,Colombia,23/9/1985,Casado,$2K-$6K,F,1,1,Educación Secundaria Incompleta,18/11/2023,Básica,Operativa Calificada,Si
2439,70399464664-6, Julia, Salazar,Cusco,Perú,17/4/1954,Soltero,$2K-$6K,F,2,0,Educación Secundaria Incompleta,15/1/2022,Básica,Operativa Básica,No
2440,70421676150-0, Ana, Jiménez,Quito,Ecuador,4/10/1945,Soltero,$22K-$26K,F,0,0,Educación Universitaria Completa,24/2/2023,Frescura,Gerencial,Si
2441,70440507900-4, Alejandro, Rojas,Cali,Colombia,12/2/1948,Casado,$6K-$10K,M,5,4,Educación Secundaria Completa,26/11/2021,Premium,Operativa Básica,Si
2442,70456072687-4, Juan Carlos, Castro,Bogotá,Colombia,18/6/1990,Soltero,$2K-$6K,M,2,0,Educación Secundaria Incompleta,2/7/2022,Básica,Operativa Básica,No
2443,70490694750-8, Consuelo, Reyes,Medellín,Colombia,27/12/1949,Soltero,$6K-$10K,F,4,0,Educación Secundaria Completa,4/11/2022,Frescura,Operativa Calificada,No
2444,70497716664-1, Araceli, Arévalo,Medellín,Colombia,3/12/2009,Soltero,$14K-$18K,F,0,0,Educación Universitaria Completa,20/7/2021,Selecta,Profesional,Si
2445,70539848750-0, Mateo, Medina,Bogotá,Colombia,16/10/2004,Casado,$10K-$14K,M,2,2,Educación Universitaria Completa,7/12/2024,Frescura,Profesional,No
2446,70580103300-1, Marco, Díaz,Cajamarca,Perú,3/1/1980,Soltero,$2K-$6K,M,0,0,Educación Secundaria Incompleta,23/7/2021,Básica,Operativa Básica,Si
2447,70581680400-6, Manuel, Sosa,Bogotá,Colombia,3/4/1977,Soltero,$18K-22K,M,3,0,Educación Secundaria Incompleta,23/7/2021,Frescura,Profesional,No
2448,70601939258-8, Rocío, Salazar,Cali,Colombia,3/2/1989,Soltero,$2K-$6K,F,1,0,Educación Secundaria Incompleta,12/5/2023,Básica,Operativa Básica,Si
2449,70614180861-2, Alex, Molina,Chiclayo,Perú,1/6/1957,Soltero,$6K-$10K,M,1,0,Educación Secundaria Incompleta,26/6/2022,Premium,Operativa Calificada,No
2450,70629163682-7, Maribel, Lara,Chiclayo,Perú,14/3/2008,Casado,$6K-$10K,F,0,0,Educación Secundaria Incompleta,14/4/2023,Frescura,Operativa Calificada,No
2451,70651656684-5, Arturo, Guzmán,Quito,Ecuador,22/2/1984,Soltero,$18K-22K,M,2,0,Postgrado Universitario,18/8/2024,Premium,Profesional,No
2452,70715005200-9, Sonia, Rojas,Bogotá,Colombia,4/11/1996,Soltero,$14K-$18K,F,0,0,Educación Universitaria Completa,26/3/2020,Frescura,Gerencial,Si
2453,70759052336-4, Estela, Gómez,Bogotá,Colombia,15/4/2006,Casado,$22K-$26K,F,4,1,Postgrado Universitario,23/3/2024,Selecta,Gerencial,Si
2454,70852648017-4, Alicia, Araya,Bogotá,Colombia,15/6/2007,Soltero,$2K-$6K,F,2,0,Educación Secundaria Incompleta,7/5/2022,Básica,Operativa Básica,No
2455,70864551800-0, Rubén, Castro,Bogotá,Colombia,16/11/1950,Casado,$6K-$10K,M,1,1,Educación Universitaria Incompleta,25/4/2023,Selecta,Oficinista,Si
2456,70888077400-1, Ernesto, Morales,Bogotá,Colombia,8/8/1973,Casado,$14K-$18K,M,5,4,Educación Secundaria Completa,2/5/2022,Premium,Profesional,Si
2457,70919451050-3, Alicia, Contreras,Quito,Ecuador,9/10/1956,Soltero,$22K-$26K,F,2,0,Educación Secundaria Incompleta,7/4/2022,Frescura,Profesional,Si
2458,70926773400-5, Javier, López,Bogotá,Colombia,3/7/1972,Soltero,$18K-22K,M,4,0,Educación Secundaria Incompleta,18/8/2023,Frescura,Gerencial,Si
2459,70932255982-5, Eva, Vásquez,Cali,Colombia,2/2/1952,Soltero,$22K-$26K,F,4,0,Educación Universitaria Completa,19/7/2021,Frescura,Profesional,Si
2460,70945699213-5, Jorge, Barrios,Bogotá,Colombia,22/4/1985,Soltero,$6K-$10K,M,5,0,Educación Secundaria Completa,14/9/2023,Frescura,Operativa Básica,Si
2461,71030545530-9, Maribel, Herrera,Bogotá,Colombia,24/8/1942,Casado,$6K-$10K,F,1,1,Educación Secundaria Completa,15/9/2024,Frescura,Operativa Calificada,Si
2462,71036572600-1, Elena, Núñez,Lima,Perú,17/11/1962,Casado,$18K-22K,F,3,2,Educación Secundaria Completa,23/5/2023,Básica,Gerencial,Si
2463,71141658700-8, Pablo, Rojas,Quito,Ecuador,18/8/1991,Casado,$2K-$6K,M,4,2,Educación Secundaria Incompleta,20/2/2021,Premium,Operativa Calificada,Si
2464,71152060329-4, Paula, Espinoza,Quito,Ecuador,13/4/1966,Soltero,$10K-$14K,F,1,0,Educación Universitaria Completa,26/3/2021,Frescura,Profesional,No
2465,71157843173-3, Gloria, Mendoza,Bogotá,Colombia,5/12/1959,Casado,$2K-$6K,F,1,1,Educación Secundaria Incompleta,8/2/2022,Básica,Operativa Calificada,No
2466,71196558300-0, Ángela, Torres,Bogotá,Colombia,6/1/1984,Casado,$14K-$18K,F,3,0,Postgrado Universitario,10/3/2024,Selecta,Gerencial,Si
2467,71212047932-4, Consuelo, Guerra,Piura,Perú,1/6/1992,Casado,$14K-$18K,F,4,2,Educación Universitaria Completa,9/8/2023,Frescura,Gerencial,No
2468,71273424950-1, Elena, Delgado,Medellín,Colombia,19/11/1966,Soltero,$26K-$30K,F,4,0,Educación Secundaria Completa,13/12/2021,Frescura,Profesional,Si
2469,71274307370-7, Irene, Montoya,Cali,Colombia,20/7/2008,Soltero,$14K-$18K,F,1,0,Educación Secundaria Incompleta,8/7/2022,Básica,Profesional,No
2470,71300086200-6, Raquel, Jiménez,Bogotá,Colombia,17/10/1980,Casado,$6K-$10K,F,5,2,Educación Universitaria Incompleta,5/5/2020,Frescura,Operativa Básica,Si
2471,71386359450-8, Emilio, Castro,Cali,Colombia,16/11/1955,Soltero,$2K-$6K,M,2,0,Educación Secundaria Incompleta,23/10/2022,Básica,Operativa Básica,Si
2472,71405191200-5, Javier, Molina,Bogotá,Colombia,4/4/1940,Casado,$2K-$6K,M,4,1,Educación Secundaria Incompleta,7/11/2024,Básica,Operativa Básica,No
2473,71429242500-6, Andrés, Jiménez,Bogotá,Colombia,2/4/1955,Soltero,$2K-$6K,M,1,0,Educación Secundaria Incompleta,9/7/2022,Básica,Operativa Calificada,No
2474,71437484920-4, Asunción, Jiménez,Cali,Colombia,25/3/2003,Casado,$26K-$30K,F,1,1,Educación Universitaria Completa,18/6/2021,Frescura,Gerencial,Si
2475,71445239184-7, Vanessa, Castro,Puno,Perú,14/1/1949,Soltero,$6K-$10K,F,5,0,Educación Universitaria Incompleta,10/5/2023,Frescura,Operativa Básica,No
2476,71464465258-2, Araceli, Morales,Piura,Perú,11/5/1944,Soltero,$2K-$6K,F,4,0,Educación Secundaria Incompleta,20/8/2023,Básica,Operativa Básica,Si
2477,71489887350-1, Remedios, Aguilar,Bogotá,Colombia,11/4/2003,Casado,$30K +,F,3,1,Educación Secundaria Completa,18/5/2022,Premium,Profesional,Si
2478,71502954950-1, Concha, Sánchez,Bogotá,Colombia,21/11/1985,Soltero,$22K-$26K,F,4,0,Educación Universitaria Completa,23/8/2023,Frescura,Gerencial,Si
2479,71533802900-1, Alejandro, Guerrero,Medellín,Colombia,7/3/1988,Soltero,$10K-$14K,M,4,0,Educación Secundaria Incompleta,5/4/2022,Frescura,Operativa Calificada,No
2480,71583126185-1, Germán, Morales,Lima,Perú,22/11/1995,Casado,$6K-$10K,M,0,0,Educación Secundaria Completa,2/7/2023,Frescura,Operativa Calificada,Si
2481,71660349600-2, Rocío, Bustamante,Cusco,Perú,21/2/1956,Soltero,$10K-$14K,F,3,0,Educación Universitaria Completa,4/7/2022,Frescura,Profesional,No
2482,71679162800-3, Lidia, Flores,Medellín,Colombia,6/5/2007,Casado,$6K-$10K,F,4,4,Educación Secundaria Incompleta,17/6/2023,Premium,Operativa Calificada,No
2483,71695891750-8, Beatriz, Díaz,Bogotá,Colombia,18/11/1989,Soltero,$18K-22K,F,4,0,Educación Secundaria Completa,9/8/2023,Frescura,Profesional,Si
2484,71739863752-5, Nicolás, Ramírez,Bogotá,Colombia,7/2/1995,Casado,$10K-$14K,M,2,1,Educación Universitaria Completa,22/11/2023,Frescura,Profesional,Si
2485,71800546048-8, Ricardo, Beltrán,Quito,Ecuador,2/11/1941,Soltero,$10K-$14K,M,4,0,Educación Universitaria Completa,24/7/2023,Frescura,Profesional,No
2486,71838115650-5, Pablo, Solano,Lima,Perú,21/10/2003,Soltero,$26K-$30K,M,4,0,Educación Secundaria Completa,27/3/2021,Frescura,Profesional,Si
2487,71853192446-0, Sara, Lara,Cali,Colombia,10/1/1952,Casado,$6K-$10K,F,2,1,Educación Secundaria Completa,26/8/2022,Frescura,Operativa Calificada,Si
2488,71869283017-8, Alejandro, Jara,Bogotá,Colombia,14/11/1969,Casado,$30K +,M,4,4,Educación Secundaria Completa,19/6/2022,Premium,Profesional,Si
2489,71874709200-0, Ernesto, Parra,Lima,Perú,22/9/1959,Casado,$6K-$10K,M,4,3,Educación Secundaria Completa,5/12/2022,Premium,Operativa Calificada,Si
2490,71885110735-9, Elena, Pérez,Bogotá,Colombia,13/6/1968,Casado,$2K-$6K,F,3,3,Educación Secundaria Incompleta,21/10/2023,Básica,Operativa Básica,Si
2491,71886744300-0, José Luis, León,Quito,Ecuador,14/2/1954,Casado,$2K-$6K,M,5,2,Educación Secundaria Incompleta,16/2/2020,Básica,Operativa Calificada,No
2492,71923619208-5, Benjamín, Morales,Quito,Ecuador,8/2/1981,Soltero,$6K-$10K,M,4,0,Educación Secundaria Completa,8/1/2022,Selecta,Operativa Básica,No
2493,72007001150-1, Verónica, Calderón,Cali,Colombia,7/9/1944,Soltero,$22K-$26K,F,1,0,Educación Universitaria Completa,23/12/2022,Frescura,Gerencial,Si
2494,72042561850-7, Natalia, González,Bogotá,Colombia,24/3/1958,Casado,$10K-$14K,F,1,1,Educación Universitaria Completa,4/9/2022,Frescura,Profesional,Si
2495,72113213837-4, Soledad, Morales,Bogotá,Colombia,7/2/1993,Casado,$6K-$10K,F,4,3,Educación Secundaria Completa,8/12/2020,Frescura,Operativa Básica,Si
2496,72168451247-3, Rubén, Aguilar,Medellín,Colombia,7/5/1954,Soltero,$10K-$14K,M,2,0,Educación Universitaria Incompleta,10/2/2023,Frescura,Oficinista,Si
2497,72194736898-9, Maribel, Lara,Quito,Ecuador,28/5/1947,Casado,$6K-$10K,F,4,1,Educación Secundaria Completa,26/8/2024,Frescura,Operativa Básica,No
2498,72221379300-2, Diana, Castillo,Quito,Ecuador,23/3/1978,Casado,$22K-$26K,F,4,4,Educación Universitaria Completa,17/9/2023,Selecta,Gerencial,Si
2499,72222937500-5, Samuel, Fuentes,Quito,Ecuador,22/2/1980,Casado,$6K-$10K,M,3,2,Educación Universitaria Incompleta,9/6/2020,Frescura,Operativa Calificada,Si
2500,72239666580-4, Araceli, Pérez,Puno,Perú,14/8/1960,Casado,$6K-$10K,F,0,0,Educación Secundaria Completa,24/2/2024,Frescura,Operativa Calificada,Si
2501,72240717850-8, Gloria, Espinosa,Jaén,Perú,20/11/2008,Soltero,$6K-$10K,F,2,0,Educación Secundaria Completa,23/5/2021,Frescura,Operativa Básica,No
2502,72249561248-8, Loreto, Gómez,Bogotá,Colombia,1/9/1972,Casado,$2K-$6K,F,1,1,Educación Secundaria Incompleta,1/8/2022,Básica,Operativa Calificada,Si
2503,72268712222-3, Manuela, Vega,Trujillo,Perú,13/9/1953,Casado,$30K +,F,1,1,Educación Universitaria Completa,2/4/2021,Premium,Profesional,No
2504,72277893422-4, Asunción, Guzmán,Lima,Perú,23/7/2002,Casado,$10K-$14K,F,1,1,Educación Universitaria Completa,14/3/2022,Frescura,Profesional,Si
2505,72300330200-7, Pablo, Monroy,Quito,Ecuador,12/2/1953,Casado,$6K-$10K,M,4,4,Educación Secundaria Completa,15/12/2020,Premium,Operativa Calificada,Si
2506,72331178150-0, Fabián, Guzmán,Cali,Colombia,17/6/1994,Casado,$18K-22K,M,3,3,Educación Universitaria Completa,21/3/2023,Premium,Gerencial,No
2507,72340059050-2, Araceli, Peralta,Cali,Colombia,26/12/1954,Soltero,$2K-$6K,F,4,0,Educación Secundaria Incompleta,14/2/2022,Básica,Operativa Calificada,No
2508,72351005076-4, Lidia, Valencia,Cali,Colombia,3/11/1944,Soltero,$6K-$10K,F,0,0,Educación Secundaria Completa,23/4/2022,Frescura,Operativa Básica,No
2509,72430519000-5, Marina, Reyes,Bogotá,Colombia,16/10/2009,Soltero,$6K-$10K,F,3,0,Educación Secundaria Completa,8/2/2023,Frescura,Operativa Calificada,Si
2510,72455190122-5, Miguel Ángel, Barrios,Cajamarca,Perú,6/11/1997,Soltero,$2K-$6K,M,1,0,Educación Secundaria Incompleta,7/12/2020,Básica,Operativa Calificada,No
2511,72460259494-0, Fernando, Ramos,Cali,Colombia,14/7/1994,Casado,$6K-$10K,M,2,0,Educación Universitaria Incompleta,5/2/2024,Frescura,Gerencial,No
2512,72485418600-6, Noelia, Rojas,Bogotá,Colombia,3/1/1994,Casado,$2K-$6K,F,2,2,Educación Secundaria Incompleta,21/1/2022,Básica,Operativa Calificada,Si
2513,72512079850-7, Juan, Delgado,Medellín,Colombia,1/5/1962,Soltero,$6K-$10K,M,2,0,Educación Secundaria Incompleta,16/7/2021,Frescura,Operativa Calificada,No
2514,72541895300-6, Nuria, Mendoza,Bogotá,Colombia,24/6/1955,Casado,$2K-$6K,F,0,0,Educación Secundaria Incompleta,20/2/2021,Básica,Operativa Básica,No
2515,72564688620-9, Miguel, Pinto,Bogotá,Colombia,21/2/1989,Casado,$6K-$10K,M,2,2,Educación Universitaria Incompleta,17/12/2021,Frescura,Gerencial,Si
2516,72612453400-1, Abel, Cardenas,Quito,Ecuador,23/3/1993,Casado,$22K-$26K,M,5,1,Educación Secundaria Incompleta,22/2/2021,Básica,Profesional,Si
2517,72638908027-8, Sara, Velasco,Bogotá,Colombia,27/3/2003,Soltero,$10K-$14K,F,4,0,Educación Universitaria Completa,19/2/2021,Frescura,Profesional,No
2518,72657702264-4, Alejandro, Martínez,Cali,Colombia,15/6/2001,Soltero,$10K-$14K,M,1,0,Educación Universitaria Completa,28/5/2023,Frescura,Gerencial,No
2519,72701881000-9, Oscar, Gutiérrez,Quito,Ecuador,17/11/1944,Casado,$26K-$30K,M,1,1,Educación Secundaria Completa,21/3/2024,Frescura,Profesional,Si
2520,72703458100-4, Francisco, Morales,Medellín,Colombia,8/8/1967,Soltero,$6K-$10K,M,3,0,Educación Secundaria Completa,11/1/2023,Frescura,Operativa Básica,Si
2521,72784680724-4, Mateo, Ortiz,Bogotá,Colombia,9/11/1950,Soltero,$6K-$10K,M,1,0,Educación Secundaria Completa,27/5/2023,Frescura,Operativa Calificada,Si
2522,72834998964-8, Juan, Montoya,Quito,Ecuador,8/5/1960,Soltero,$22K-$26K,M,3,0,Educación Secundaria Incompleta,14/7/2020,Selecta,Gerencial,Si
2523,72882951498-8, Mauricio, Duarte,Bogotá,Colombia,11/11/1951,Soltero,$18K-22K,M,3,0,Educación Secundaria Completa,3/4/2021,Básica,Gerencial,Si
2524,72890724540-3, Rosa, Jara,Bogotá,Colombia,20/10/1973,Soltero,$6K-$10K,F,3,0,Educación Secundaria Completa,21/5/2023,Frescura,Operativa Calificada,Si
2525,72891644536-3, José Luis, González,Medellín,Colombia,22/3/2000,Soltero,$14K-$18K,M,0,0,Educación Universitaria Completa,21/6/2022,Frescura,Profesional,No
2526,72923074662-3, Elena, López,Bogotá,Colombia,15/5/1950,Soltero,$6K-$10K,F,3,0,Educación Secundaria Completa,5/12/2022,Frescura,Operativa Calificada,Si
2527,72925515471-4, Héctor, Contreras,Quito,Ecuador,16/3/1979,Casado,$6K-$10K,M,4,3,Educación Secundaria Completa,26/11/2023,Premium,Operativa Calificada,Si
2528,72930378150-9, Gabriel, Parra,Cajamarca,Perú,10/11/1953,Soltero,$6K-$10K,M,1,0,Educación Universitaria Incompleta,16/4/2024,Frescura,Profesional,No
2529,72932988100-5, Araceli, Soto,Bogotá,Colombia,5/12/1953,Casado,$14K-$18K,F,1,0,Educación Universitaria Completa,6/7/2020,Frescura,Profesional,No
2530,72960550485-8, Elena, Duarte,Bogotá,Colombia,6/1/1978,Casado,$2K-$6K,F,3,1,Educación Secundaria Incompleta,20/11/2023,Básica,Operativa Básica,Si
2531,72989464800-1, María, Guerra,Bogotá,Colombia,1/7/1986,Soltero,$2K-$6K,F,3,0,Educación Secundaria Incompleta,14/7/2021,Básica,Operativa Calificada,Si
2532,73043631910-6, Carmen, Chávez,Quito,Ecuador,20/11/1960,Soltero,$6K-$10K,F,4,0,Educación Secundaria Completa,1/3/2024,Básica,Operativa Calificada,Si
2533,73055573105-7, Leonardo, Rivera,Bogotá,Colombia,10/5/1944,Casado,$10K-$14K,M,1,1,Educación Universitaria Completa,24/9/2021,Selecta,Profesional,Si
2534,73067889650-3, Lucía, Silva,Quito,Ecuador,18/10/1974,Soltero,$10K-$14K,F,4,0,Educación Universitaria Completa,17/12/2021,Frescura,Gerencial,No
2535,73076038361-3, José, Bustamante,Bogotá,Colombia,10/2/1941,Casado,$6K-$10K,M,2,0,Educación Universitaria Incompleta,18/9/2023,Frescura,Operativa Básica,Si
2536,73080957600-5, Silvia, Arévalo,Bogotá,Colombia,18/3/1996,Soltero,$2K-$6K,F,4,0,Educación Secundaria Incompleta,23/2/2020,Básica,Operativa Calificada,No
2537,73103976250-7, Natalia, Hernández,Quito,Ecuador,4/2/1953,Soltero,$6K-$10K,F,5,0,Educación Secundaria Completa,19/4/2022,Frescura,Operativa Básica,Si
2538,73135856850-6, Ángel, Beltrán,Bogotá,Colombia,3/11/1989,Soltero,$6K-$10K,M,1,0,Educación Universitaria Incompleta,2/3/2021,Frescura,Oficinista,Si
